lon,lat,Rainfall January,Rainfall February,Rainfall March,Rainfall April,Rainfall May,Rainfall June,Rainfall July,Rainfall August,Rainfall September,Rainfall October,Rainfall November,Rainfall December,Tmax January,Tmax February,Tmax March,Tmax April,Tmax May,Tmax June,Tmax July,Tmax August,Tmax September,Tmax October,Tmax November,Tmax December,Tmin January,Tmin February,Tmin March,Tmin April,Tmin May,Tmin June,Tmin July,Tmin August,Tmin September,Tmin October,Tmin November,Tmin December
6.592,47.966,116.0,103.0,94.0,87.0,104.0,99.0,89.0,75.0,89.0,97.0,123.0,128.0,4.2,5.5,9.1,12.5,17.5,20.8,24.4,25.2,20.5,15.0,9.0,6.1,-0.5,-0.7,1.4,3.5,7.9,11.2,14.2,14.6,11.0,7.2,3.1,1.1
