lon,lat,Rainfall January,Rainfall February,Rainfall March,Rainfall April,Rainfall May,Rainfall June,Rainfall July,Rainfall August,Rainfall September,Rainfall October,Rainfall November,Rainfall December,Tmax January,Tmax February,Tmax March,Tmax April,Tmax May,Tmax June,Tmax July,Tmax August,Tmax September,Tmax October,Tmax November,Tmax December,Tmin January,Tmin February,Tmin March,Tmin April,Tmin May,Tmin June,Tmin July,Tmin August,Tmin September,Tmin October,Tmin November,Tmin December
6.592,47.966,128.0,105.0,96.0,87.0,104.0,104.0,87.0,82.0,95.0,99.0,118.0,133.0,5.2,6.3,9.6,13.1,18.0,22.0,25.6,25.7,20.7,15.6,9.6,6.8,0.6,0.1,2.0,4.1,8.4,12.2,15.3,15.4,11.5,7.9,3.6,1.8
