lon,lat,Rainfall January,Rainfall February,Rainfall March,Rainfall April,Rainfall May,Rainfall June,Rainfall July,Rainfall August,Rainfall September,Rainfall October,Rainfall November,Rainfall December,Tmax January,Tmax February,Tmax March,Tmax April,Tmax May,Tmax June,Tmax July,Tmax August,Tmax September,Tmax October,Tmax November,Tmax December,Tmin January,Tmin February,Tmin March,Tmin April,Tmin May,Tmin June,Tmin July,Tmin August,Tmin September,Tmin October,Tmin November,Tmin December
6.592,47.966,195.9,155.1,165.1,122.6,159.1,135.6,139.7,132.4,146.6,193.1,182.9,224.5,3.05,4.15,7.45,11.15,15.35,18.45,20.95,20.65,16.65,12.75,6.75,3.65,-2.75,-2.75,-0.25,2.45,6.75,9.85,12.05,12.05,8.95,5.75,1.15,-1.35
